duration_in_seconds	recorded_date	participant_id	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	number_of_children	future_prior_diff
704	2020-04-28 21:33:56	R_sziW9s3iz959uGB	Yes	similarly efficient	similarly efficient	4	4	5	6	5	5	3	3	4	7	5	5	7	6	4	20	18	No	postdoc	Life Sciences	Research and educational institute	No	Female	35 - 44	No	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	-2
212	2020-04-28 21:42:30	R_1qUt9gHYetnwUkm	Yes	more efficient	less efficient	2	3	5	4	2	6	1	1	1	4	4	2	1	6	1	10	51	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	No	Underequipped	Living alone	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	41
233	2020-04-28 21:43:57	R_1DzFZzAvix6NDw2	Yes	similarly efficient	similarly efficient	5	5	6	2	7	7	6	6	6	6	6	4	4	5	6	24	20	No	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living with parents or other adult family members	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	Support for problems regarding combining work with family life	NA	NA	NA	0	-4
370	2020-04-28 21:46:35	R_2woF6PqPENsjQIC	Yes	less efficient	similarly efficient	7	6	7	7	6	5	7	7	7	6	7	4	4	4	6	16	16	No	full professor	Other	Research and educational institute	No	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	1	0	Yes	No	NA	NA	NA	NA	NA	NA	2	0
220	2020-04-28 21:54:06	R_783BZcEC0LAyT5f	Yes	similarly efficient	similarly efficient	3	3	5	5	4	4	3	4	3	4	5	4	3	6	4	5	20	Yes	full professor	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Living only with partner	No	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	15
168	2020-04-28 21:54:41	R_3Mh5GMy7GJdnZMq	Yes	more efficient	more efficient	1	1	1	4	4	5	1	1	1	4	4	4	6	6	4	50	70	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living alone	NA	<30 min	1	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	1	20
168	2020-04-28 21:57:47	R_V3DwpVW8QqWxPhL	Yes	less efficient	less efficient	4	4	5	5	6	6	3	4	4	4	4	5	5	5	4	20	20	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	0	0
273	2020-04-28 22:01:01	R_2usxoWmLXZwqIhl	Yes	less efficient	less efficient	3	4	5	6	7	6	4	5	3	7	5	4	4	6	5	25	30	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	No	Better communication	Better computer facilities	NA	NA	NA	NA	0	5
163	2020-04-28 22:02:47	R_10Sm6UG8qngLlhW	Yes	less efficient	less efficient	6	6	2	4	7	6	2	4	3	5	4	4	2	6	4	25	30	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	5
174	2020-04-28 22:15:42	R_32PzgdQUsKFLlSR	Yes	more efficient	more efficient	2	2	3	4	5	5	1	2	1	3	6	4	4	5	3	30	75	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Underequipped	Living alone	No	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	45
208	2020-04-28 22:20:03	R_3m3OrF0cJIxHasy	No	NA	similarly efficient	4	5	4	7	7	7	4	6	4	7	5	6	5	7	7	59	33	Yes	non-academic researcher	Life Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	0	0	0	No	Yes	NA	Better computer facilities	NA	NA	NA	NA	1	-26
1096	2020-04-28 22:21:48	R_1lzzBohnf8b84YV	Yes	less efficient	less efficient	3	3	3	6	5	5	2	3	6	5	4	3	2	6	5	62	53	Yes	non-academic researcher	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	1	0	0	Yes	No	NA	Better computer facilities	NA	NA	NA	NA	2	-9
815	2020-04-28 22:23:41	R_2yjhk3WJk5Dlu2U	Yes	more efficient	more efficient	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	90	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	85
498	2020-04-28 22:40:31	R_1CqY2oNaZ4PWqGE	Yes	less efficient	similarly efficient	2	2	2	5	5	5	1	1	1	3	3	4	2	4	3	48	70	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	1	0	1	0	0	0	Yes	No	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	22
299	2020-04-28 22:49:07	R_22DCcy804JAwLa4	Yes	similarly efficient	similarly efficient	2	2	2	5	4	4	2	2	4	3	3	6	6	6	4	90	90	Yes	full professor	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	0	0	0	1	0	0	Yes	Yes	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	1	0
275	2020-04-28 23:11:32	R_tYyyHJI7xvdXCgx	Yes	more efficient	more efficient	5	2	3	5	6	4	1	1	1	5	4	2	2	5	3	65	78	Yes	research assistant	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	25 - 34	No	Yes	Fully equipped	Living with parents or other adult family members	NA	>60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	13
201	2020-04-28 23:39:38	R_25KDN3dvIwCNtoD	Yes	similarly efficient	similarly efficient	4	4	5	6	6	6	4	5	5	7	6	4	4	5	5	1	9	Yes	postdoc	Life Sciences	Research and educational institute	No	Male	25 - 34	No	No	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	8
244	2020-04-28 23:51:44	R_2SojoFRFbJUkGUA	Yes	similarly efficient	similarly efficient	3	5	5	6	7	7	3	5	6	6	5	5	6	6	5	20	40	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	No	<30 min	0	1	0	1	0	0	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	2	20
243	2020-04-28 23:54:01	R_2e3aidN1Abqpe3A	Yes	less efficient	similarly efficient	7	7	7	7	7	5	7	7	5	4	7	4	1	7	4	1	0	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	-1
211	2020-04-29 00:06:39	R_xtq5682e3pkFsml	Yes	less efficient	less efficient	5	6	6	7	7	7	5	5	4	4	6	6	6	7	4	10	10	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	0
355	2020-04-29 00:23:46	R_PuErA0nbW6aukOl	Yes	less efficient	less efficient	7	7	7	7	7	7	7	7	7	7	4	4	1	7	7	17	0	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Underequipped	Living with partner and non-adult child(ren)	No	<30 min	0	2	0	0	0	0	No	Yes	NA	NA	NA	NA	NA	Other	2	-17
294	2020-04-29 01:30:38	R_wMladmxeXg9jWIF	No	NA	less efficient	7	7	7	7	6	7	6	7	7	7	7	6	7	7	6	10	10	No	assistant professor	Social Sciences	Research and educational institute	No	Male	25 - 34	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	Other	0	0
1089	2020-04-29 04:28:10	R_3G1dRRSIsp2D3L1	Yes	more efficient	similarly efficient	5	2	5	4	4	6	2	1	1	4	5	6	7	4	4	20	30	Yes	PhD student	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Fully equipped	Living alone	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	10
385	2020-04-29 05:20:30	R_6WHuy8KWCQoo6aJ	No	NA	less efficient	6	6	7	4	4	4	5	5	5	7	2	6	6	4	3	20	30	No	associate professor	Life Sciences	Research and educational institute	No	Male	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	1	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	10
166	2020-04-29 06:43:16	R_7OpaK6lEdeKJFIJ	Yes	less efficient	similarly efficient	3	3	5	5	5	5	2	6	4	4	6	2	2	4	4	20	50	Yes	associate professor	Social Sciences	Purely educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	0	30
297	2020-04-29 08:08:24	R_277fe9cYeyUwSIw	Yes	more efficient	more efficient	3	4	5	7	6	6	2	3	3	2	2	5	5	6	2	19	40	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	No	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	21
265	2020-04-29 08:30:59	R_1Cx2TZj1NwaCPpc	Yes	less efficient	similarly efficient	1	7	7	7	7	7	4	4	4	4	4	4	4	7	4	50	60	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Other	Yes	>60 min	0	0	1	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	10
416	2020-04-29 09:04:20	R_Rb2Qoyhwrq6OAvf	Yes	less efficient	less efficient	4	5	7	7	7	5	7	7	3	5	5	2	2	5	4	19	9	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	No	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	1	0	Yes	No	NA	NA	NA	NA	NA	NA	1	-10
443	2020-04-29 10:26:14	R_vpI8z9KvOLwX5FD	Yes	less efficient	similarly efficient	2	2	2	5	5	5	3	3	3	5	5	4	4	5	4	15	40	Yes	associate professor	Other	Purely research institute	Yes (including if someone else does it for me)	Male	35 - 44	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	0	0	0	No	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	1	25
354	2020-04-29 13:42:12	R_1QcEqdFsASADkVY	Yes	less efficient	more efficient	3	3	1	4	5	6	1	1	1	4	4	4	2	6	4	20	70	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	1	0	0	Yes	Yes	Better communication	Better computer facilities	NA	NA	NA	NA	2	50
439	2020-04-29 22:00:08	R_2t8Sq35alXlcJad	Yes	less efficient	less efficient	6	5	5	4	7	7	6	4	4	6	7	6	6	7	7	20	40	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	1	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	20
1428	2020-04-30 11:17:39	R_3Oj4rNsokd2SAnQ	Yes	less efficient	less efficient	6	6	7	5	4	5	6	5	5	7	6	3	3	6	6	10	15	Yes	assistant professor	Social Sciences	Research and educational institute	No	Male	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	0	0	0	No	Yes	Better communication	Better computer facilities	Support for problems regarding combining work with family life	More tips on working from home	Administrative flexibility during lockdowns	NA	1	5
1177	2020-04-30 12:37:33	R_2s0e2tcMMuYV1z5	Yes	less efficient	less efficient	5	5	6	6	6	6	5	4	5	5	6	5	5	6	5	10	23	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	1	0	0	0	0	Yes	NA	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	13
565	2020-04-30 14:53:31	R_2XpUEXyJp6boikD	Yes	more efficient	more efficient	1	2	2	4	5	4	1	1	1	4	3	1	1	4	5	15	70	Yes	research assistant	Social Sciences	Research and educational institute	NA	Female	25 - 34	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	55
275	2020-04-30 16:44:00	R_3oR3lhQr8gugMXA	Yes	more efficient	more efficient	1	1	2	2	2	2	1	1	1	4	1	3	1	1	1	40	100	Yes	non-academic researcher	Social Sciences	Purely research institute	NA	Female	55 - 64	No	No	Fully equipped	Living alone	No	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	60
172	2020-04-30 22:04:55	R_ZK8Tpuz3N2Tgnvz	Yes	less efficient	less efficient	4	5	6	7	7	7	3	2	2	7	2	2	4	7	3	20	40	Yes	PhD student	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	0	20
146	2020-04-30 23:49:11	R_1IQRS6imDU2UjYh	Yes	similarly efficient	similarly efficient	2	2	2	5	5	5	2	1	1	7	4	3	3	4	1	71	58	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	No	Fully equipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	-13
831	2020-05-03 16:11:36	R_zTIFztp0AGaKCZz	Yes	less efficient	similarly efficient	6	4	4	6	6	6	4	4	4	7	6	4	4	4	3	20	40	Yes	assistant professor	Life Sciences	Research and educational institute	No	Male	55 - 64	Yes	Yes	Underequipped	Living only with partner	NA	30-60 min	0	0	0	0	0	0	Yes	NA	NA	Better computer facilities	NA	NA	NA	NA	0	20
791	2020-05-04 00:21:31	R_1pmMC2LFFiynoT0	Yes	less efficient	less efficient	6	6	7	5	6	7	7	7	3	5	6	4	6	7	5	10	25	No	associate professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	3	15
284	2020-05-04 11:05:47	R_2fBgRIn07WBLf6L	Yes	less efficient	similarly efficient	2	2	2	5	5	4	4	4	4	7	4	4	6	5	4	10	20	Yes	non-academic researcher	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	2	1	0	Yes	No	NA	NA	NA	NA	NA	NA	3	10
525437	2020-05-04 19:27:18	R_1F2hY7CV1Cq43nx	No	NA	less efficient	1	1	4	7	5	7	1	4	1	7	7	4	4	4	4	51	50	No	full professor	Life Sciences	Research and educational institute	No	Female	65 - 74	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	-1
202	2020-05-05 18:23:37	R_1myFEf18ipQVEfl	Yes	more efficient	more efficient	1	1	2	5	4	4	1	3	2	4	4	4	4	5	4	60	40	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	>60 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	1	-20
600	2020-05-05 18:47:45	R_2vf7Fo8RSnSSMhu	Yes	more efficient	more efficient	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	100	Yes	associate professor	Social Sciences	Research and educational institute	NA	Female	55 - 64	No	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	1
544	2020-05-05 18:53:41	R_2xLxu9ekWZiO2u7	Yes	less efficient	similarly efficient	5	4	6	3	3	4	5	5	3	4	6	5	6	4	2	31	40	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	0	9
363	2020-05-05 19:05:30	R_6RxMDsfzQrVZdqF	Yes	similarly efficient	similarly efficient	4	4	4	6	5	4	2	2	2	6	4	4	4	4	4	30	30	No	full professor	Life Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	0	1	0	No	NA	NA	NA	NA	NA	NA	NA	1	0
502	2020-05-05 19:16:55	R_2e9HjCpy2L8RIhH	Yes	more efficient	similarly efficient	3	5	5	7	7	4	2	1	1	4	1	4	5	4	5	50	68	Yes	postdoc	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Underequipped	Other	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	Other	0	18
269	2020-05-05 19:18:35	R_29hNlYVAaNviFUh	No	NA	similarly efficient	5	3	5	7	6	6	1	2	2	4	4	3	4	4	3	30	40	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Fully equipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	More tips on working from home	NA	NA	0	10
279	2020-05-05 19:25:40	R_vfCXolFI5lIytb3	Yes	similarly efficient	similarly efficient	2	2	2	6	6	4	1	1	1	4	4	4	4	6	4	60	60	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	0	2	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	0
389	2020-05-05 19:35:41	R_3p6nl7O5mo42zBX	Yes	less efficient	more efficient	7	7	4	5	5	1	1	1	1	1	5	6	6	5	5	50	53	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	0	3
286	2020-05-05 19:43:00	R_abjL0BVbGI8t4yd	Yes	similarly efficient	similarly efficient	5	4	5	6	6	5	2	2	1	4	5	6	7	7	3	30	40	Yes	assistant professor	Social Sciences	Research and educational institute	No	Male	25 - 34	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	10
333	2020-05-05 19:51:38	R_9KScRubX0GmUmtP	Yes	similarly efficient	similarly efficient	2	2	3	6	4	4	1	1	1	5	4	4	4	4	4	91	60	No	associate professor	Life Sciences	Research and educational institute	No	Female	45 - 54	Yes	No	Underequipped	Other	Yes	>60 min	0	0	0	1	0	0	Yes	Yes	NA	NA	NA	More tips on working from home	NA	NA	1	-31
900	2020-05-05 20:08:26	R_2wjmZcJf7Fkrp1S	Yes	more efficient	more efficient	1	1	1	6	6	6	1	1	1	3	5	5	5	6	4	65	80	Yes	non-academic researcher	Other	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	No	Fully equipped	Other	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	15
252	2020-05-05 20:40:53	R_1rC7kRb2UkrPa0s	Yes	similarly efficient	similarly efficient	2	4	4	6	7	6	4	4	4	4	6	4	4	7	4	100	50	No	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	No	30-60 min	0	0	0	2	0	0	Yes	No	NA	Better computer facilities	NA	NA	NA	NA	2	-50
857	2020-05-05 20:42:05	R_2D8gMxsxkJdqeud	Yes	similarly efficient	similarly efficient	3	3	1	7	7	5	1	1	1	1	1	5	5	5	2	70	50	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	-20
2378	2020-05-05 21:06:04	R_12Geq4IEt7qJPlN	Yes	more efficient	more efficient	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	71	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	2	2	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	4	41
326	2020-05-05 21:06:14	R_1NeOWNkDvpxHleP	Yes	less efficient	similarly efficient	5	4	5	4	5	4	4	5	4	7	4	5	6	4	4	30	50	Yes	full professor	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	1	1	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	20
554	2020-05-05 22:07:29	R_3F51GQ4okttf9uU	Yes	more efficient	more efficient	2	2	2	6	5	5	1	1	1	4	2	4	4	7	4	60	60	No	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	0
954	2020-05-05 22:34:05	R_1ig1T903L1yw7P5	Yes	less efficient	similarly efficient	4	4	5	6	4	4	5	3	4	4	5	5	5	5	5	20	28	No	assistant professor	Other	Research and educational institute	NA	Male	35 - 44	Yes	No	Fully equipped	Living alone	NA	>60 min	0	0	0	0	0	0	Yes	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	0	8
2575	2020-05-05 22:58:51	R_dmnp3Q85wR0uIQV	Yes	less efficient	less efficient	4	4	3	5	4	4	6	4	4	4	4	5	7	4	6	40	40	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	30-60 min	0	0	1	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	Other	2	0
1034	2020-05-06 00:00:51	R_1OjXCnRHLuFiMmL	Yes	less efficient	similarly efficient	5	4	5	6	7	6	3	2	2	3	4	3	5	5	3	57	57	No	associate professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	No	Fully equipped	Single-parent with non-adult child(ren)	NA	30-60 min	0	0	0	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	0
458	2020-05-06 01:08:04	R_2EdgIxVslfcEiOk	Yes	less efficient	less efficient	4	4	2	5	6	4	1	4	1	7	5	4	4	4	2	52	53	No	full professor	Social Sciences	Research and educational institute	No	Female	55 - 64	Yes	Yes	Fully equipped	Single-parent with non-adult child(ren)	No	>60 min	0	0	0	0	1	1	Yes	NA	NA	NA	NA	More tips on working from home	NA	NA	2	1
596	2020-05-06 07:32:21	R_2dPYTEcKMAzebus	Yes	less efficient	more efficient	4	4	5	4	4	4	5	5	5	4	4	4	6	4	4	100	60	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	1	2	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	3	-40
320	2020-05-06 07:33:30	R_2rwIn8kMfMmrHZG	Yes	more efficient	more efficient	3	3	2	5	4	5	2	3	1	5	2	3	3	4	4	20	51	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	0	0	0	0	0	2	Yes	No	NA	NA	NA	NA	NA	Other	2	31
592	2020-05-06 07:34:25	R_1nSzhVeatL1WMK6	Yes	similarly efficient	similarly efficient	5	4	5	6	4	4	2	2	2	6	6	4	5	5	4	60	50	No	PhD student	Formal Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	3	0	0	Yes	Yes	NA	NA	NA	NA	NA	NA	3	-10
332	2020-05-06 07:51:30	R_3xdvvcjnaftAA0h	Yes	more efficient	more efficient	2	2	2	6	6	6	2	2	3	4	4	4	4	6	6	41	41	No	assistant professor	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	2	0	0	0	0	Yes	No	Better communication	NA	NA	NA	NA	NA	2	0
