StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	area_of_research_6_TEXT	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	living_sit_7_TEXT	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	need_from_org_11_TEXT
2020-04-27 11:07:13	2020-04-27 11:07:42	IP Address	12	28	False	2020-05-04 11:07:51	R_3r2380j9cNPUIuF	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 11:34:22	2020-04-27 11:36:43	IP Address	12	141	False	2020-05-04 11:36:53	R_2VCiV3SXCkoEwJG	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 13:04:37	2020-04-27 13:06:14	IP Address	12	97	False	2020-05-04 13:06:36	R_bgDif69EpWV6q6R	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:09:25	2020-04-27 15:10:07	IP Address	12	42	False	2020-05-04 15:10:09	R_u7YwJDbhBNrMZnr	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:11:11	2020-04-27 15:11:26	IP Address	8	14	False	2020-05-04 15:11:31	R_2ZJJM9FsGmeZt3U	email	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:11:26	2020-04-27 15:11:51	IP Address	12	24	False	2020-05-04 15:12:23	R_1OxHRdttXLvT05m	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:14:01	2020-04-27 15:14:12	IP Address	12	10	False	2020-05-04 15:14:16	R_2TzPfSgRhZdhSU4	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:18:16	2020-04-27 15:18:23	IP Address	12	6	False	2020-05-04 15:18:35	R_2cq1qcqaVAf1QDA	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:19:11	2020-04-27 15:19:30	IP Address	12	18	False	2020-05-04 15:19:39	R_DtQvnK3A0VpNKV3	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:21:02	2020-04-27 15:21:14	IP Address	8	12	False	2020-05-04 15:21:31	R_3j88DsxRoKN81oS	email	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:27:36	2020-04-27 15:28:03	IP Address	12	26	False	2020-05-04 15:28:11	R_Q4jRuyyKqaY7CFz	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:31:29	2020-04-27 15:31:48	IP Address	12	18	False	2020-05-04 15:31:49	R_32IUqdg9Lr6kG6o	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:38:10	2020-04-27 15:40:40	IP Address	12	149	False	2020-05-04 15:40:46	R_2S0tjNWVP3rFJ5m	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:45:17	2020-04-27 15:47:19	Spam	12	121	False	2020-05-04 15:47:35	R_1pm79FtisjuoSkh	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:52:33	2020-04-27 15:55:20	IP Address	12	167	False	2020-05-04 15:55:36	R_2R2ldjP77p5MANz	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 16:57:13	2020-04-27 16:57:21	IP Address	12	7	False	2020-05-04 16:57:22	R_2fE5enRd6Z3dW5H	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 17:05:57	2020-04-27 17:06:21	IP Address	8	24	False	2020-05-04 17:06:39	R_3er9dS1eggHy4Oo	email	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 17:06:33	2020-04-27 17:07:01	IP Address	12	27	False	2020-05-04 17:07:18	R_1lz8OE0yApLHRyX	email	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 17:15:36	2020-04-27 17:15:48	IP Address	12	11	False	2020-05-04 17:16:05	R_2XnEjjH1jOfJPpM	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 17:41:45	2020-04-27 17:42:08	IP Address	12	23	False	2020-05-04 17:42:08	R_3lxHmOH6NKG48MJ	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 17:47:09	2020-04-27 17:48:42	IP Address	12	92	False	2020-05-04 17:48:57	R_3staHsE80NlFu9B	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 17:52:21	2020-04-27 17:53:22	IP Address	12	60	False	2020-05-04 17:53:22	R_2B3r3YSC1ZVqPfD	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 17:54:00	2020-04-27 17:54:10	Spam	12	10	False	2020-05-04 17:54:12	R_1rOAgeXKIdZrPs9	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 18:13:17	2020-04-27 18:13:31	IP Address	12	14	False	2020-05-04 18:13:46	R_xn1B8IjiUQA4bQd	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 18:21:20	2020-04-27 18:21:33	IP Address	12	12	False	2020-05-04 18:21:47	R_RrIgJ80xJdrLn7b	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 18:41:33	2020-04-27 18:47:00	IP Address	12	326	False	2020-05-04 18:47:01	R_1eVIcwGzoKZxVTC	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 17:30:00	2020-05-04 19:27:18	IP Address	100	525437	True	2020-05-04 19:27:18	R_1F2hY7CV1Cq43nx	email	EN	No	NA	less efficient	"At home

1
"	"At home

1
"	4	"In the office
7
"	5	"In the office
7
"	"At home

1
"	4	"At home

1
"	"In the office
7
"	"In the office
7
"	4	4	4	4	51	50	No	full professor	Life Sciences	NA	Research and educational institute	No	Female	65 - 74	Yes	Yes	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 20:29:43	2020-04-27 20:30:24	IP Address	12	40	False	2020-05-04 20:30:28	R_1KwiJJTRZM7S1aC	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 22:24:42	2020-04-27 22:25:05	IP Address	12	22	False	2020-05-04 22:25:08	R_3lQ4kv7RrFIy8eJ	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 23:34:11	2020-04-27 23:34:24	IP Address	12	13	False	2020-05-04 23:34:25	R_3hElGxBs6CJ2OHO	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 01:53:38	2020-04-28 01:53:53	IP Address	8	15	False	2020-05-05 01:54:26	R_9mjXJ9yAKWMkxSV	email	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 02:14:16	2020-04-28 02:15:01	IP Address	12	45	False	2020-05-05 02:15:05	R_s6dlvIY2UgJaLhn	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 18:33:37	2020-04-28 03:20:31	IP Address	12	31613	False	2020-05-05 03:20:34	R_3R4r7Hd0vYiS80t	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 04:06:20	2020-04-28 04:06:35	IP Address	12	15	False	2020-05-05 04:06:56	R_RfpVKFQzC6TVOQF	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 06:42:10	2020-04-28 06:48:20	IP Address	12	370	False	2020-05-05 06:48:41	R_3DwHQUDKT6vM7st	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 06:55:32	2020-04-28 06:57:17	IP Address	12	105	False	2020-05-05 06:57:40	R_33qLlWyazXcqRAh	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 07:38:39	2020-04-28 07:38:54	IP Address	12	14	False	2020-05-05 07:39:18	R_3mfzbUriAjJz5yj	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 14:40:45	2020-04-28 14:41:21	IP Address	12	36	False	2020-05-05 14:41:24	R_zSZBpO8kcfieYYF	email	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 16:11:40	2020-04-28 16:12:54	IP Address	12	73	False	2020-05-05 16:13:08	R_qUcUmhFLqFfuJZn	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 16:33:55	2020-04-28 16:33:58	IP Address	8	3	False	2020-05-05 16:34:13	R_1DolCW0YaBdqebq	email	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-05 18:20:14	2020-05-05 18:23:37	IP Address	100	202	True	2020-05-05 18:23:37	R_1myFEf18ipQVEfl	anonymous	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	2	5	4	4	"At home

1
"	3	2	4	4	4	4	5	4	60	40	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	NA	>60 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	NA
2020-05-05 18:37:44	2020-05-05 18:47:45	IP Address	100	600	True	2020-05-05 18:47:45	R_2vf7Fo8RSnSSMhu	anonymous	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	99	100	Yes	associate professor	Social Sciences	NA	Research and educational institute	NA	Female	55 - 64	No	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-05 18:44:37	2020-05-05 18:53:41	IP Address	100	544	True	2020-05-05 18:53:41	R_2xLxu9ekWZiO2u7	anonymous	EN	Yes	less efficient	similarly efficient	5	4	6	3	3	4	5	5	3	4	6	5	6	4	2	31	40	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-05 18:59:26	2020-05-05 19:05:30	IP Address	100	363	True	2020-05-05 19:05:30	R_6RxMDsfzQrVZdqF	anonymous	EN	Yes	similarly efficient	similarly efficient	4	4	4	6	5	4	2	2	2	6	4	4	4	4	4	30	30	No	full professor	Life Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	0	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 19:11:57	2020-04-28 19:12:37	IP Address	12	40	False	2020-05-05 19:12:40	R_2wd8FliHUbpmmbZ	anonymous	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-05 19:08:32	2020-05-05 19:16:55	IP Address	100	502	True	2020-05-05 19:16:55	R_2e9HjCpy2L8RIhH	anonymous	EN	Yes	more efficient	similarly efficient	3	5	5	"In the office
7
"	"In the office
7
"	4	2	"At home

1
"	"At home

1
"	4	"At home

1
"	4	5	4	5	50	68	Yes	postdoc	Other:	Psychology	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Underequipped	Other:	Living with partner and a very active dog	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	Other:	Higher salary in order to allow things that would make life easier - to have opportunity to allow myseld food delievry sometimes or to not worry about the paycheck with the increased use of electricity due to home officing, etc
2020-05-05 19:14:05	2020-05-05 19:18:34	IP Address	100	269	True	2020-05-05 19:18:35	R_29hNlYVAaNviFUh	anonymous	EN	No	NA	similarly efficient	5	3	5	"In the office
7
"	6	6	"At home

1
"	2	2	4	4	3	4	4	3	30	40	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Fully equipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	More tips on working from home	NA	NA	NA
2020-05-05 19:21:00	2020-05-05 19:25:40	IP Address	100	279	True	2020-05-05 19:25:40	R_vfCXolFI5lIytb3	anonymous	EN	Yes	similarly efficient	similarly efficient	2	2	2	6	6	4	"At home

1
"	"At home

1
"	"At home

1
"	4	4	4	4	6	4	60	60	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	0	2	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-05 19:29:10	2020-05-05 19:35:40	IP Address	100	389	True	2020-05-05 19:35:41	R_3p6nl7O5mo42zBX	anonymous	EN	Yes	less efficient	more efficient	"In the office
7
"	"In the office
7
"	4	5	5	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	5	6	6	5	5	50	53	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-05 19:38:14	2020-05-05 19:43:00	IP Address	100	286	True	2020-05-05 19:43:00	R_abjL0BVbGI8t4yd	anonymous	EN	Yes	similarly efficient	similarly efficient	5	4	5	6	6	5	2	2	"At home

1
"	4	5	6	"In the office
7
"	"In the office
7
"	3	30	40	Yes	assistant professor	Social Sciences	NA	Research and educational institute	No	Male	25 - 34	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	NA	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-05 19:46:04	2020-05-05 19:51:38	IP Address	100	333	True	2020-05-05 19:51:38	R_9KScRubX0GmUmtP	anonymous	EN	Yes	similarly efficient	similarly efficient	2	2	3	6	4	4	"At home

1
"	"At home

1
"	"At home

1
"	5	4	4	4	4	4	91	60	No	associate professor	Life Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	No	Underequipped	Other:	NA	Yes	>60 min	0	0	0	1	0	0	Yes	Yes	NA	NA	NA	More tips on working from home	NA	NA	NA
2020-05-05 19:53:25	2020-05-05 20:08:26	IP Address	100	900	True	2020-05-05 20:08:26	R_2wjmZcJf7Fkrp1S	anonymous	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	6	6	6	"At home

1
"	"At home

1
"	"At home

1
"	3	5	5	5	6	4	65	80	Yes	non-academic researcher	Other:	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	No	Fully equipped	Other:	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-05 20:36:40	2020-05-05 20:40:53	IP Address	100	252	True	2020-05-05 20:40:53	R_1rC7kRb2UkrPa0s	anonymous	EN	Yes	similarly efficient	similarly efficient	2	4	4	6	"In the office
7
"	6	4	4	4	4	6	4	4	"In the office
7
"	4	100	50	No	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	No	30-60 min	0	0	0	2	0	0	Yes	No	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-05 20:27:48	2020-05-05 20:42:05	IP Address	100	857	True	2020-05-05 20:42:05	R_2D8gMxsxkJdqeud	anonymous	EN	Yes	similarly efficient	similarly efficient	3	3	"At home

1
"	"In the office
7
"	"In the office
7
"	5	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	5	5	5	2	70	50	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-05 20:26:25	2020-05-05 21:06:04	IP Address	100	2378	True	2020-05-05 21:06:04	R_12Geq4IEt7qJPlN	anonymous	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	30	71	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	2	2	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
